(45.2934077311+0j),(4.69162092488+0j),(-5.47368345701+0j),(4.25157481323+0j),(-11.5623793792+0j),(-4.36965393568+0j),(-6.95811789541+0j),(4.369364266+0j),(5.87422984577+0j),(6.01578277679+0j),(-2.832406805+0j),(-3.65722032434+0j),(-6.97199849424+0j),(0.598765662452+0j),(0.114845992698+0j),(-0.384197403495+0j),(-0.814819107021+0j),(3.33557979908+0j),(1.19887489593+0j),(1.18038187466+0j),(0.725542286389+0j),(0.0564541355108+0j),(2.65385140591+0j),(-2.44641493372+0j),(-0.832835477397+0j),(0.633432259027+0j),(2.13920901073+0j),(-1.94021602092+0j),(-0.807480209096+0j),(-0.0613470970008+0j),(-1.68157828721+0j),(-0.429673948134+0j),(1.06133255169+0j),(-0.592876825508+0j),(-1.57479847434+0j),(-1.33724601258+0j),(1.0214218777+0j),(-0.268020213583+0j),(2.37068539701+0j),(0.177163479544+0j),(0.165483201951+0j),(0.572742038176+0j),(0.104723492916+0j),(-0.748315724666+0j),(-0.517463297355+0j),(-0.167634940223+0j),(-0.680341100686+0j),(-3.33066907388e-15+0j),(2.08999484386e-14+0j),(5.00294250472e-14+0j),(7.87564458093e-15+0j),(-2.79585382623e-14+0j),(-2.79776202206e-14+0j),(1.87627691162e-14+0j),(2.44110287539e-14+0j),(1.98174809896e-14+0j),(1.22263310587e-14+1.08246744901e-14j),(1.22263310587e-14-1.08246744901e-14j),(-2.74225087082e-14+0j),(-2.54241072639e-14+0j),(-2.20379270388e-14+0j),(-1.86517468137e-14+0j),(5.16253706451e-15+1.50990331349e-14j),(5.16253706451e-15-1.50990331349e-14j),(-5.21804821574e-15-1.37667655054e-14j),(-5.21804821574e-15+1.37667655054e-14j),(5.13478148889e-16+0j),(5.21804821574e-15-4.13558076673e-15j),(5.21804821574e-15+4.13558076673e-15j),(8.881784197e-15+2.34361141604e-15j),(8.881784197e-15-2.34361141604e-15j),(-1.49880108324e-15+3.17801340799e-15j),(-1.49880108324e-15-3.17801340799e-15j),(1.36869682255e-14-2.46330733589e-16j),(1.36869682255e-14+2.46330733589e-16j)
(-12.4952795928+0j),(2.3775630757+0j),(12.5883537542+0j),(-27.1520454812+0j),(-11.6469901025+0j),(-9.27179662069+0j),(-5.03410005794+0j),(-4.8451390312+0j),(-4.53676956489+0j),(-2.73093683432+0j),(-3.15147218507+0j),(4.34575355575+0j),(-1.4296169614+0j),(-6.14785148872+0j),(-0.984613372342+0j),(0.656717797961+0j),(0.28071085601+0j),(3.92210279702+0j),(-2.24612462205+0j),(-0.325459476391+0j),(-0.299081655237+0j),(-0.29650158168+0j),(-2.53417636407+0j),(-1.26470575593+0j),(1.22376096769+0j),(1.02954396715+0j),(-0.419488456796+0j),(-0.277460135818+0j),(-1.44751083257+0j),(0.386763114944+0j),(0.319289176891+0j),(-0.505490834789+0j),(0.406492769101+0j),(-0.994390026135+0j),(-0.443504400356+0j),(-0.819419770102+0j),(-0.0956767458744+0j),(1.17014676574+0j),(-0.970287502704+0j),(0.530272721421+0j),(-0.852860125367+0j),(1.39378716062+0j),(-1.4315450447+0j),(-0.610206645715+0j),(0.511749516174+0j),(0.401436739547+0j),(-0.155474964149+0j),(3.8774539135e-14+0j),(5.15906761756e-15+0j),(-2.82898704462e-14+0j),(1.41206490945e-14+0j),(-3.42434414158e-15+0j),(3.82471831983e-14+0j),(-1.81799020282e-15+0j),(3.27515792264e-15+0j),(1.38777878078e-14+0j),(2.46053177833e-14+6.10622663544e-15j),(2.46053177833e-14-6.10622663544e-15j),(-1.13797860024e-15+0j),(2.42028619368e-14+0j),(2.73392419814e-14+0j),(2.0289325775e-14+0j),(1.1046719095e-14-6.66133814775e-16j),(1.1046719095e-14+6.66133814775e-16j),(2.18505769034e-14-9.0483176507e-15j),(2.18505769034e-14+9.0483176507e-15j),(1.42524880786e-14+0j),(8.21565038223e-15-2.99760216649e-15j),(8.21565038223e-15+2.99760216649e-15j),(-5.30131494259e-15+8.1740170188e-15j),(-5.30131494259e-15-8.1740170188e-15j),(-9.9364960704e-15-1.17267306976e-15j),(-9.9364960704e-15+1.17267306976e-15j),(1.07414077632e-14+4.77395900589e-15j),(1.07414077632e-14-4.77395900589e-15j)
(1.77734924475+0j),(-23.4766890447+0j),(-7.40141020021+0j),(6.94992545901+0j),(8.85411747185+0j),(7.64042431736+0j),(6.74312973816+0j),(-0.100957207781+0j),(-0.597319873004+0j),(2.86915066769+0j),(0.846120038325+0j),(0.414776820631+0j),(1.68797414928+0j),(-3.2529270213+0j),(-0.299839413454+0j),(-0.97502199159+0j),(-1.97536466408+0j),(3.06962066947+0j),(-4.56143928341+0j),(-3.38924222379+0j),(0.0926920422439+0j),(-0.0836241164517+0j),(-0.394775779037+0j),(-0.750817148778+0j),(-1.26982079685+0j),(0.174811071959+0j),(0.640317003158+0j),(0.685984894169+0j),(-2.53248688966+0j),(1.92533138161+0j),(-0.448435552368+0j),(1.24961944829+0j),(-0.734817351303+0j),(1.22231537691+0j),(0.595013586653+0j),(-0.22481050087+0j),(-0.734122903145+0j),(-0.0068789176577+0j),(-0.43268952195+0j),(-0.157471187747+0j),(0.33090146084+0j),(-0.989693562017+0j),(0.0733763964735+0j),(-0.32105653412+0j),(1.06787951638+0j),(-0.724546158924+0j),(-1.24493381471+0j),(5.79536418854e-14+0j),(4.25492974188e-14+0j),(4.28476698566e-14+0j),(-3.51108031538e-14+0j),(1.99840144433e-15+0j),(-1.26787469412e-13+0j),(-6.71684929898e-15+0j),(2.70894418009e-14+0j),(-6.10622663544e-15+0j),(-2.28289609439e-14-1.22679644221e-14j),(-2.28289609439e-14+1.22679644221e-14j),(-1.02140518266e-14+0j),(-1.7763568394e-14+0j),(-2.18158824339e-14+0j),(-1.73194791842e-14+0j),(2.26485497024e-14+6.88338275268e-15j),(2.26485497024e-14-6.88338275268e-15j),(1.51545442861e-14-1.10744746706e-14j),(1.51545442861e-14+1.10744746706e-14j),(1.487698853e-14+0j),(9.35362898247e-15-9.80465708622e-15j),(9.35362898247e-15+9.80465708622e-15j),(1.78745906965e-14-2.33146835171e-15j),(1.78745906965e-14+2.33146835171e-15j),(-1.11022302463e-16+3.13984949152e-15j),(-1.11022302463e-16-3.13984949152e-15j),(2.43138842393e-14-6.93889390391e-17j),(2.43138842393e-14+6.93889390391e-17j)
(0.447728264461+0j),(-25.2818191561+0j),(-8.9574653845+0j),(7.03997769901+0j),(7.7606305524+0j),(10.3347864555+0j),(7.0288689418+0j),(0.755951674835+0j),(-4.61887850794+0j),(-0.457895640092+0j),(0.889263197468+0j),(-2.7368151131+0j),(-3.59328872234+0j),(-5.18620086166+0j),(-0.727512232215+0j),(-3.79570813078+0j),(2.28295769179+0j),(4.15104204178+0j),(-0.727630419081+0j),(-0.542863590809+0j),(1.91865146057+0j),(-0.388079148548+0j),(-2.93188290586+0j),(-0.233023576196+0j),(1.39438899711+0j),(0.960456387503+0j),(1.43821816924+0j),(0.297608265164+0j),(5.01439629402+0j),(-3.17848672651+0j),(-1.15222742514+0j),(-2.71060708904+0j),(2.20941197658+0j),(-0.397593650208+0j),(-0.925349474134+0j),(1.29333956799+0j),(1.02309742794+0j),(-0.126423077244+0j),(-0.567786933388+0j),(0.379252706068+0j),(0.539825393742+0j),(0.127846041262+0j),(-0.0243899645515+0j),(0.244476294622+0j),(0.118141845512+0j),(-0.180783104259+0j),(0.0235031401624+0j),(5.83977310953e-14+0j),(-1.24622534514e-14+0j),(-2.68396416203e-14+0j),(-2.83661982792e-14+0j),(4.42978986825e-14+0j),(-4.37705427458e-14+0j),(-2.05946371068e-14+0j),(4.4408920985e-15+0j),(-2.27595720048e-15+0j),(-9.10382880193e-15+1.13797860024e-15j),(-9.10382880193e-15-1.13797860024e-15j),(1.11577413975e-14+0j),(2.61457522299e-14+0j),(3.70814490225e-14+0j),(3.41948691585e-14+0j),(-2.40085729075e-14-1.67643676718e-14j),(-2.40085729075e-14+1.67643676718e-14j),(1.04638520071e-14+6.65439925385e-15j),(1.04638520071e-14-6.65439925385e-15j),(-1.83186799063e-15+0j),(-5.3290705182e-15-2.98372437868e-16j),(-5.3290705182e-15+2.98372437868e-16j),(-1.88737914186e-15-1.69309011255e-15j),(-1.88737914186e-15+1.69309011255e-15j),(9.43689570931e-15+0j),(9.43689570931e-15+0j),(7.77156117238e-16-1.01307850997e-15j),(7.77156117238e-16+1.01307850997e-15j)
(-17.1063130879+0j),(-20.2156124909+0j),(2.15604287295+0j),(5.67497960661+0j),(12.703132646+0j),(-6.25861019241+0j),(-4.15799872359+0j),(0.0948938129807+0j),(4.07953862156+0j),(-5.14354305752+0j),(5.15784181328+0j),(-7.00279194858+0j),(-0.47788494397+0j),(0.862288970795+0j),(-0.181497290039+0j),(-1.23909874812+0j),(2.5231994397+0j),(-0.0402975292614+0j),(1.19410917578+0j),(0.02281036318+0j),(3.70763728927+0j),(-1.51459048557+0j),(-1.21628216234+0j),(3.08405348779+0j),(-1.65815980217+0j),(0.956767827973+0j),(-0.602050036061+0j),(-1.59179049581+0j),(-1.28370503968+0j),(0.209776909422+0j),(2.12471941339+0j),(1.99900930522+0j),(2.84593088667+0j),(-1.6588210404+0j),(2.37834437852+0j),(0.389763186928+0j),(-0.808437877913+0j),(-0.16496115788+0j),(0.49134226535+0j),(0.912832202749+0j),(-0.86617546664+0j),(0.22478067049+0j),(-0.665902728298+0j),(0.546786891539+0j),(-0.563295813648+0j),(0.0612159309291+0j),(-0.473746517045+0j),(1.36834987785e-14+0j),(7.75074449066e-15+0j),(-1.73472347598e-15+0j),(-2.36616282123e-14+0j),(1.81035741953e-14+0j),(-1.12410081243e-14+0j),(-6.13398221105e-15+0j),(1.98729921408e-14+0j),(1.35447209004e-14+0j),(7.6327832943e-15+2.07056594093e-14j),(7.6327832943e-15-2.07056594093e-14j),(-2.03725925019e-14+0j),(-1.52655665886e-14+0j),(-1.13242748512e-14+0j),(-1.05471187339e-14+0j),(2.16493489802e-15+5.44009282066e-15j),(2.16493489802e-15-5.44009282066e-15j),(9.99200722163e-16-1.40165656859e-15j),(9.99200722163e-16+1.40165656859e-15j),(7.16093850883e-15+0j),(3.0253577421e-15-2.78943534937e-15j),(3.0253577421e-15+2.78943534937e-15j),(1.55431223448e-15-1.52655665886e-16j),(1.55431223448e-15+1.52655665886e-16j),(9.85322934355e-16-6.45317133063e-16j),(9.85322934355e-16+6.45317133063e-16j),(1.25420507313e-15-2.52575738102e-15j),(1.25420507313e-15+2.52575738102e-15j)
(-1.21032774198+0j),(-25.3291105577+0j),(-7.65940528126+0j),(7.31057895453+0j),(10.2649811319+0j),(8.29884880158+0j),(7.21859382511+0j),(-1.64220314287+0j),(-1.09949771291+0j),(3.26888691821+0j),(0.324422998644+0j),(-0.814681370606+0j),(0.51354080553+0j),(-4.39020086569+0j),(-0.014146423576+0j),(-1.84659219028+0j),(0.447890553815+0j),(3.76910669655+0j),(-4.08159685499+0j),(-2.19118572926+0j),(0.885772381919+0j),(-0.122247145522+0j),(-0.261258122474+0j),(-1.30211684659+0j),(-2.06721589895+0j),(-0.00654339315595+0j),(1.0141432326+0j),(2.04447592378+0j),(-2.58748473607+0j),(2.11992189934+0j),(-0.0469759495052+0j),(0.717214304839+0j),(-1.3234507555+0j),(1.27139048392+0j),(0.355625560946+0j),(-0.643963103682+0j),(0.501267544143+0j),(-0.0866572714506+0j),(0.988794499109+0j),(-0.225473202086+0j),(-0.299801753949+0j),(0.695110203417+0j),(-0.0825526694638+0j),(0.089890985862+0j),(-0.980763099907+0j),(0.744352475282+0j),(1.11456422042+0j),(-7.94364574119e-14+0j),(-2.56183962932e-14+0j),(2.80973161404e-14+0j),(4.00512956134e-14+0j),(-3.33483241022e-14+0j),(5.77871084317e-14+0j),(2.76445533132e-14+0j),(3.81916720471e-14+0j),(6.5059069243e-14+0j),(4.77673456345e-14+3.66373598126e-15j),(4.77673456345e-14-3.66373598126e-15j),(-7.02216063075e-15+0j),(1.05471187339e-15+0j),(-5.16253706451e-15+0j),(-6.55031584529e-15+0j),(-4.88498130835e-15+2.49800180541e-16j),(-4.88498130835e-15-2.49800180541e-16j),(2.96984659087e-15-7.77156117238e-16j),(2.96984659087e-15+7.77156117238e-16j),(9.71445146547e-15+0j),(3.71924713249e-15+5.37764277553e-16j),(3.71924713249e-15-5.37764277553e-16j),(-1.5522305663e-14+2.94209101526e-15j),(-1.5522305663e-14-2.94209101526e-15j),(-1.22679644221e-14-1.29757316003e-15j),(-1.22679644221e-14+1.29757316003e-15j),(-1.72639680329e-14-5.80091530367e-15j),(-1.72639680329e-14+5.80091530367e-15j)
(46.2423506009+0j),(4.23928225462+0j),(-4.30140465867+0j),(12.3822717244+0j),(-4.0160631301+0j),(-5.17022097107+0j),(-4.4406961229+0j),(6.48098763494+0j),(7.12663282019+0j),(7.55740690316+0j),(-0.000496889987062+0j),(1.83016761982+0j),(-7.93666448426+0j),(-0.283995347296+0j),(1.60351946024+0j),(-1.80702278689+0j),(-2.76734256411+0j),(1.09383199+0j),(-0.646454162542+0j),(0.590734559173+0j),(1.5220212142+0j),(-0.294491797502+0j),(1.03998324018+0j),(-1.50589792046+0j),(0.489131330908+0j),(-1.04720709384+0j),(-0.155102032516+0j),(-3.00905526721+0j),(-0.756058153312+0j),(0.127397813393+0j),(-0.808397365822+0j),(1.54554826948+0j),(1.87518154227+0j),(-0.22912610256+0j),(1.1049579451+0j),(0.140947412649+0j),(-0.433756992472+0j),(0.618250278594+0j),(-2.3391755203+0j),(-0.996473461497+0j),(0.0318036628423+0j),(-0.657491868783+0j),(-0.150752749456+0j),(0.549426922717+0j),(0.550596512692+0j),(0.464456704059+0j),(0.667495007628+0j),(6.66133814775e-15+0j),(-3.78586051397e-14+0j),(-4.9391046808e-14+0j),(1.0616507673e-15+0j),(-4.00547650603e-15+0j),(1.87627691162e-14+0j),(-1.11022302463e-15+0j),(-1.71807013061e-14+0j),(-1.60982338571e-14+0j),(-1.2351231149e-15-6.43929354283e-15j),(-1.2351231149e-15+6.43929354283e-15j),(-6.66133814775e-16+0j),(2.6645352591e-15+0j),(1.12132525487e-14+0j),(1.36557432029e-14+0j),(-1.08246744901e-14-2.33146835171e-15j),(-1.08246744901e-14+2.33146835171e-15j),(-9.54791801178e-15-3.49720252757e-15j),(-9.54791801178e-15+3.49720252757e-15j),(8.75688410673e-15+0j),(6.88338275268e-15+2.27595720048e-15j),(6.88338275268e-15-2.27595720048e-15j),(-1.25455201783e-14+4.7011006199e-16j),(-1.25455201783e-14-4.7011006199e-16j),(-1.02140518266e-14-2.51187959321e-15j),(-1.02140518266e-14+2.51187959321e-15j),(-4.32640034909e-15-2.66106581215e-15j),(-4.32640034909e-15+2.66106581215e-15j)
(61.870391493+0j),(25.2206052231+0j),(12.7050535868+0j),(-15.2796708513+0j),(14.2324832032+0j),(3.79974070451+0j),(5.27427153137+0j),(6.68109764568+0j),(1.89912456329+0j),(1.6328753733+0j),(3.46439591468+0j),(-1.84798535869+0j),(1.18718053153+0j),(-2.17531421463+0j),(-1.28642216891+0j),(0.183413578174+0j),(-0.0271889576678+0j),(1.10300377007+0j),(2.89429284027+0j),(-1.49467142115+0j),(-5.63493771451+0j),(7.15509851139+0j),(-1.37417507355+0j),(5.01996809956+0j),(-0.207814606056+0j),(-0.587350790186+0j),(3.22979144086+0j),(-0.589467308023+0j),(-1.47996670517+0j),(-0.143958474623+0j),(-0.590091203509+0j),(0.175225002621+0j),(1.10298382862+0j),(0.495560743857+0j),(-0.314336716185+0j),(0.306482213361+0j),(0.0119983878067+0j),(-0.182073406175+0j),(-0.266155871429+0j),(0.0443809393647+0j),(-0.0325665415941+0j),(0.114639705411+0j),(-0.00675438661963+0j),(-0.0571969519059+0j),(-0.0622972409785+0j),(0.0932236171281+0j),(0.0521842694747+0j),(6.91113832829e-15+0j),(-6.28663787694e-15+0j),(-4.76008121808e-15+0j),(3.30985239216e-15+0j),(-1.17770376784e-14+0j),(2.44249065418e-15+0j),(9.99200722163e-16+0j),(9.46465128493e-15+0j),(-1.22124532709e-15+0j),(1.76109127281e-14+9.43689570931e-15j),(1.76109127281e-14-9.43689570931e-15j),(-2.74780198595e-14+0j),(-1.93733917797e-14+0j),(-9.99200722163e-15+0j),(-2.33146835171e-15+0j),(4.82947015712e-15+3.66373598126e-15j),(4.82947015712e-15-3.66373598126e-15j),(-1.487698853e-14-7.27196081129e-15j),(-1.487698853e-14+7.27196081129e-15j),(-7.35522753814e-16+0j),(1.15463194561e-14-1.66533453694e-16j),(1.15463194561e-14+1.66533453694e-16j),(-3.33066907388e-15+6.18775863881e-15j),(-3.33066907388e-15-6.18775863881e-15j),(-1.848521336e-14-3.46944695195e-16j),(-1.848521336e-14+3.46944695195e-16j),(9.99547666858e-15-1.04430353254e-15j),(9.99547666858e-15+1.04430353254e-15j)
(63.0334751589+0j),(27.0696064769+0j),(13.772797363+0j),(-20.9787313524+0j),(13.4626483256+0j),(4.36031716859+0j),(7.56296731822+0j),(10.1614424433+0j),(3.86974100372+0j),(2.30302048773+0j),(6.783434343+0j),(-0.351019997952+0j),(1.02044111968+0j),(-6.47272985261+0j),(3.54369395045+0j),(3.22541832077+0j),(4.37314978486+0j),(-5.94754014828+0j),(-4.38334480182+0j),(2.67294206411+0j),(2.38488596438+0j),(-3.52999770269+0j),(0.675081356107+0j),(-2.93360717996+0j),(-0.117368129743+0j),(-0.443098639151+0j),(-0.942904695709+0j),(-0.462339276706+0j),(1.10274076274+0j),(-0.732307192244+0j),(0.793905547736+0j),(-0.178338802943+0j),(-0.613461663686+0j),(0.53849788369+0j),(-0.1421836231+0j),(-0.222513352106+0j),(-0.291092318011+0j),(-0.137727616872+0j),(0.406412111073+0j),(0.153978937697+0j),(0.10207652236+0j),(-0.0293974029582+0j),(0.0375819343562+0j),(-0.0695223322649+0j),(-0.00528077147923+0j),(-0.0200445129809+0j),(-0.0847260954222+0j),(1.15185638805e-14+0j),(1.97064586871e-15+0j),(-7.95197241388e-15+0j),(1.13867248963e-14+0j),(-1.28317495518e-14+0j),(6.10622663544e-15+0j),(4.94049245958e-15+0j),(1.53765888911e-14+0j),(1.04916075827e-14+0j),(1.28091981466e-14+9.15933995316e-15j),(1.28091981466e-14-9.15933995316e-15j),(-1.9206858326e-14+0j),(-1.26287869051e-14+0j),(-6.99440505514e-15+0j),(-9.21485110439e-15+0j),(6.27276008913e-15+8.65973959208e-15j),(6.27276008913e-15-8.65973959208e-15j),(-1.16573417586e-14-9.27036225562e-15j),(-1.16573417586e-14+9.27036225562e-15j),(-6.31439345256e-15+0j),(9.7699626167e-15-1.94289029309e-16j),(9.7699626167e-15+1.94289029309e-16j),(-3.83026943496e-15+1.14335624302e-14j),(-3.83026943496e-15-1.14335624302e-14j),(-1.848521336e-14-8.18789480661e-16j),(-1.848521336e-14+8.18789480661e-16j),(9.34322064161e-15+3.15719672628e-16j),(9.34322064161e-15-3.15719672628e-16j)
(60.31993984+0j),(23.2478581891+0j),(11.1072462855+0j),(-6.95677711664+0j),(15.5116129024+0j),(3.656658124+0j),(2.85191565968+0j),(5.08347981081+0j),(-0.224776394917+0j),(1.68210667577+0j),(-1.79603844113+0j),(0.445802718991+0j),(0.346213377222+0j),(5.90634841486+0j),(-1.97667214179+0j),(0.115063417399+0j),(-4.85011487501+0j),(6.61222521826+0j),(5.2447203636+0j),(-3.80160161287+0j),(2.91560286074+0j),(-1.02861718344+0j),(-1.33545571961+0j),(-1.493480386+0j),(0.104468773851+0j),(0.471299513974+0j),(-4.54012992026+0j),(1.81182630143+0j),(1.2960269944+0j),(-0.206111421324+0j),(0.87291444182+0j),(-0.068852142331+0j),(-2.16017468909+0j),(-1.57033251847+0j),(0.618360251498+0j),(-0.147194548414+0j),(0.342041740159+0j),(0.0938349638191+0j),(0.25500277576+0j),(0.0168394926308+0j),(0.0689550124494+0j),(-0.0833091192779+0j),(-0.154029744864+0j),(0.0522576621102+0j),(-0.00674346500011+0j),(-0.0586031191323+0j),(0.00872863307376+0j),(9.96425164601e-15+0j),(-9.71445146547e-16+0j),(5.41233724505e-15+0j),(2.39391839685e-15+0j),(-7.1557343384e-15+0j),(-1.11022302463e-15+0j),(4.16333634234e-15+0j),(1.33504318711e-14+0j),(7.43849426499e-15+0j),(6.50868248186e-15+9.71445146547e-15j),(6.50868248186e-15-9.71445146547e-15j),(-2.30093721854e-14+0j),(-1.50990331349e-14+0j),(-7.54951656745e-15+0j),(-7.9936057773e-15+0j),(1.16018306073e-14-7.77156117238e-16j),(1.16018306073e-14+7.77156117238e-16j),(-6.88338275268e-15-4.55191440096e-15j),(-6.88338275268e-15+4.55191440096e-15j),(-5.95357096955e-15+0j),(1.09912079438e-14+2.02615701994e-15j),(1.09912079438e-14-2.02615701994e-15j),(1.66533453694e-16+5.29958021911e-15j),(1.66533453694e-16-5.29958021911e-15j),(-1.70974345792e-14-9.71445146547e-16j),(-1.70974345792e-14+9.71445146547e-16j),(1.24379673228e-14-3.43128303548e-15j),(1.24379673228e-14+3.43128303548e-15j)
(-37.463605653+0j),(18.0365020004+0j),(8.68558744768+0j),(9.82120330799+0j),(-5.12626565846+0j),(4.08646549296+0j),(10.6150244491+0j),(-3.23771063082+0j),(2.76384959508+0j),(-1.53216775106+0j),(4.65511071885+0j),(2.31955159446+0j),(-2.27679733877+0j),(0.108989876674+0j),(-4.80940051072+0j),(4.40196191248+0j),(0.290037957524+0j),(1.12207123586+0j),(-0.132794880459+0j),(2.17176531812+0j),(-0.294879848608+0j),(-0.353503909317+0j),(0.739062052103+0j),(-0.887613278774+0j),(-0.0570692550917+0j),(3.93690346007+0j),(2.19243164585+0j),(0.402026413538+0j),(0.809227812388+0j),(0.583469520112+0j),(0.892950397362+0j),(1.43375910093+0j),(-0.561402707023+0j),(-1.74120880926+0j),(0.671771828489+0j),(-0.161514851318+0j),(1.3900711858+0j),(-2.66419385352+0j),(-1.10077825343+0j),(-1.15110390518+0j),(-1.11989061127+0j),(0.474811670604+0j),(0.421050345556+0j),(-0.374566850251+0j),(0.0666272679264+0j),(-0.480679589569+0j),(0.0920344494019+0j),(-7.00828284295e-14+0j),(1.87350135405e-14+0j),(6.78346268046e-14+0j),(2.94833601977e-14+0j),(-2.6284530108e-14+0j),(-1.72709069268e-14+0j),(-2.24559953965e-14+0j),(-1.09634523682e-14+0j),(-1.07830411267e-14+0j),(-9.10382880193e-15-1.43218770177e-14j),(-9.10382880193e-15+1.43218770177e-14j),(2.36477504245e-14+0j),(1.97619698383e-14+0j),(1.27259314198e-14+0j),(6.60582699652e-15+0j),(-1.36002320517e-15+8.16013923099e-15j),(-1.36002320517e-15-8.16013923099e-15j),(1.79578574233e-14+1.11022302463e-15j),(1.79578574233e-14-1.11022302463e-15j),(1.88737914186e-14+0j),(4.38538094727e-15-2.51187959321e-15j),(4.38538094727e-15+2.51187959321e-15j),(-3.5527136788e-15+2.03136119037e-15j),(-3.5527136788e-15-2.03136119037e-15j),(-1.44328993201e-15+2.31759056391e-15j),(-1.44328993201e-15-2.31759056391e-15j),(3.03229663601e-15+1.97931948609e-15j),(3.03229663601e-15-1.97931948609e-15j)
(-37.8260550951+0j),(19.6768105913+0j),(2.5888354028+0j),(4.6288473521+0j),(-7.79007911856+0j),(2.36873719775+0j),(11.1494055237+0j),(-1.67925242034+0j),(7.93591728159+0j),(-5.82883708972+0j),(-4.70245487324+0j),(-4.20845584707+0j),(1.43261443107+0j),(-2.2633377757+0j),(-3.84391585088+0j),(3.65248235206+0j),(0.408590260649+0j),(4.15843015297+0j),(-0.649595017252+0j),(0.2002245353+0j),(-0.0741136039954+0j),(-3.6571641851+0j),(0.395948349467+0j),(2.96845093526+0j),(-0.102423561407+0j),(-8.51537781224+0j),(-0.0508293259989+0j),(-1.4718361544+0j),(1.19881745742+0j),(0.536976355774+0j),(-0.527672518432+0j),(0.193944138036+0j),(-0.4706838776+0j),(0.258873292417+0j),(-0.474458150339+0j),(-0.212408738792+0j),(0.194346084378+0j),(0.20659871688+0j),(-0.0531965277458+0j),(-0.09185940357+0j),(-0.0166963554699+0j),(-0.00727178228641+0j),(-0.0149834175491+0j),(0.0451169945909+0j),(-0.0176488943722+0j),(-0.0187773912991+0j),(-0.008777572989+0j),(-4.05231403988e-15+0j),(-1.06581410364e-14+0j),(-4.27435864481e-15+0j),(2.81441536742e-14+0j),(-3.9857006584e-14+0j),(1.97619698383e-14+0j),(1.01238462058e-14+0j),(-1.98729921408e-14+0j),(-1.29896093881e-14+0j),(-2.33146835171e-15+1.31145094784e-15j),(-2.33146835171e-15-1.31145094784e-15j),(2.35089725464e-14+0j),(1.21569421196e-14+0j),(-2.6645352591e-15+0j),(-4.27435864481e-15+0j),(-1.44884104714e-14+7.21644966006e-15j),(-1.44884104714e-14-7.21644966006e-15j),(4.49640324973e-15-3.44169137634e-15j),(4.49640324973e-15+3.44169137634e-15j),(1.49324996812e-14+0j),(-5.55111512313e-17-1.56819002228e-15j),(-5.55111512313e-17+1.56819002228e-15j),(-1.45716771982e-14-3.65159291693e-15j),(-1.45716771982e-14+3.65159291693e-15j),(1.33226762955e-15+8.32667268469e-16j),(1.33226762955e-15-8.32667268469e-16j),(-1.90403248723e-14+1.48492329544e-15j),(-1.90403248723e-14-1.48492329544e-15j)
(-46.6652891473+0j),(38.4312675453+0j),(-31.5898376649+0j),(-5.99613895832+0j),(5.08650815529+0j),(-4.63109927156+0j),(2.80983917006+0j),(-1.82168969963+0j),(1.90252450665+0j),(-2.86076508906+0j),(-2.17968964007+0j),(-3.88547177466+0j),(1.89243708499+0j),(-7.24751689597+0j),(-6.46880631591+0j),(-4.15864944308+0j),(-7.20737737932+0j),(-6.31034491114+0j),(1.8222446038+0j),(-0.841467277541+0j),(4.00970075565+0j),(2.69530437861+0j),(0.92668113034+0j),(-1.63433553628+0j),(0.296676005023+0j),(0.436170359382+0j),(-0.0255435268356+0j),(0.289595049602+0j),(-0.669051060509+0j),(-0.427299481785+0j),(0.52805797968+0j),(-0.339233842567+0j),(0.124320258859+0j),(0.115357399809+0j),(-0.314670425757+0j),(0.0155808567001+0j),(0.0931991259842+0j),(0.114819991561+0j),(-0.00525588290271+0j),(0.0635088524341+0j),(0.0103247154866+0j),(0.0329594833545+0j),(-0.0315805904374+0j),(-0.0319097341856+0j),(-0.00272667197434+0j),(0.0170400615484+0j),(0.0186883147842+0j),(2.88657986403e-15+0j),(7.18869408445e-15+0j),(9.29811783124e-15+0j),(-3.69149155688e-15+0j),(-2.1371793224e-15+0j),(-8.10462807976e-15+0j),(-2.17187379192e-14+0j),(-5.35127497869e-14+0j),(-2.09832151654e-14+0j),(-3.77475828373e-14-2.19824158876e-14j),(-3.77475828373e-14+2.19824158876e-14j),(4.61852778244e-14+0j),(3.49720252757e-14+0j),(3.8635761257e-14+0j),(2.74502642839e-14+0j),(-6.10622663544e-15-1.49880108324e-14j),(-6.10622663544e-15+1.49880108324e-14j),(1.30451205393e-14-5.44009282066e-15j),(1.30451205393e-14+5.44009282066e-15j),(2.93098878501e-14+0j),(6.60582699652e-15+1.66533453694e-16j),(6.60582699652e-15-1.66533453694e-16j),(2.22044604925e-16-1.02695629778e-15j),(2.22044604925e-16+1.02695629778e-15j),(-3.33066907388e-16-1.36696209907e-15j),(-3.33066907388e-16+1.36696209907e-15j),(1.02695629778e-15-5.41233724505e-16j),(1.02695629778e-15+5.41233724505e-16j)
