(-12.0383005344+0j),(-11.3412466908+0j),(-6.76583585886+0j),(14.645657579+0j),(-1.48381037947+0j),(-5.6460025037+0j),(-5.07198329301+0j),(5.26875140156+0j),(-1.68916426549+0j),(5.59783472871+0j),(3.44475819054+0j),(1.91458366806+0j),(-0.894039266943+0j),(0.85276501822+0j),(3.11446682908+0j),(2.69197734795+0j),(-3.53415937002+0j),(2.33862106121+0j),(-1.10993584304+0j),(0.382239329548+0j),(-3.62745244699+0j),(-0.123989512798+0j),(1.08428636939+0j),(-2.10261394048+0j),(-1.08236648026+0j),(0.325191568185+0j),(1.31604461572+0j),(0.0163663786191+0j),(-0.27058190302+0j),(0.183820018192+0j),(0.178277882472+0j),(-0.586958457687+0j),(0.0184032680322+0j),(1.12347424289+0j),(-0.261202791232+0j),(0.387997124942+0j),(0.669678528553+0j),(0.732675366932+0j),(-1.04557405168+0j),(-0.0462216159931+0j),(-0.31309709828+0j),(-0.5127321936+0j),(-0.771623726223+0j),(0.35517679002+0j),(1.41924680406+0j),(-0.0263420955367+0j),(1.03576223248+0j),(3.17055409704e-14+0j),(-1.87905246918e-14+0j),(2.82031342724e-14+0j),(-1.02723385353e-13+0j),(9.29811783124e-14+0j),(3.28348459533e-14+0j),(-5.50991544057e-14+0j),(6.07847105982e-15+0j),(-3.27654570142e-14+0j),(2.40363284831e-14+0j),(-4.83502127224e-14+0j),(2.59514632006e-14+0j),(-3.1558089475e-14+0j),(3.44724249146e-14+0j),(2.91433543964e-16+2.40640840588e-14j),(2.91433543964e-16-2.40640840588e-14j),(-2.08305594995e-14-5.34121358253e-15j),(-2.08305594995e-14+5.34121358253e-15j),(7.69523333943e-15-7.65706942296e-15j),(7.69523333943e-15+7.65706942296e-15j),(6.28663787694e-15-2.22738494315e-14j),(6.28663787694e-15+2.22738494315e-14j),(1.26530730338e-14+0j),(-6.22765727876e-15+3.65679708736e-15j),(-6.22765727876e-15-3.65679708736e-15j),(-4.02455846427e-15-7.58074159002e-15j),(-4.02455846427e-15+7.58074159002e-15j),(-8.08381139805e-15-1.45716771982e-16j)
(-45.8427826686+0j),(14.7079110206+0j),(1.4688558212+0j),(-5.54858230071+0j),(7.78935177719+0j),(-1.16457692624+0j),(7.75004132158+0j),(8.87912349342+0j),(2.38968097566+0j),(2.22723117803+0j),(7.38711476838+0j),(2.96188516942+0j),(-1.37753373534+0j),(0.497050197892+0j),(-0.590424263648+0j),(1.75550192376+0j),(4.98586024255+0j),(-0.826251352271+0j),(3.21035774171+0j),(-0.541513324719+0j),(1.07711790222+0j),(-2.50400041878+0j),(1.64294590163+0j),(-0.0508717315409+0j),(2.29583897747+0j),(-3.48669148014+0j),(-0.505341726664+0j),(2.97572732137+0j),(-1.48848883606+0j),(-0.239091536886+0j),(1.45699675849+0j),(-1.6555683152+0j),(1.87644817456+0j),(-2.31932049668+0j),(-2.20543171113+0j),(2.58258938871+0j),(1.4172213382+0j),(-0.325266944917+0j),(-0.639150703171+0j),(-0.187007087917+0j),(-0.0419247918032+0j),(0.24270820564+0j),(-0.0741089970503+0j),(-0.0764759972742+0j),(-0.025312672928+0j),(0.00636311042941+0j),(0.0160978060803+0j),(-1.44502465549e-15+0j),(-5.8633653488e-16+0j),(6.64746035994e-15+0j),(-5.39152056334e-15+0j),(-3.899658374e-15+0j),(-1.22540866343e-14+0j),(-1.43114686768e-16+0j),(-8.25728374565e-15+0j),(9.08995101412e-15+0j),(-8.881784197e-15+0j),(-7.21644966006e-15+0j),(-3.77475828373e-15+0j),(-1.25732757539e-14+0j),(1.82631687551e-14+0j),(1.67921232475e-15+1.8124390877e-14j),(1.67921232475e-15-1.8124390877e-14j),(-1.02834407656e-14-2.90566182226e-15j),(-1.02834407656e-14+2.90566182226e-15j),(1.17891807427e-14-4.56232274182e-15j),(1.17891807427e-14+4.56232274182e-15j),(-1.39749323225e-14-5.02375918643e-15j),(-1.39749323225e-14+5.02375918643e-15j),(8.18442535966e-15+0j),(-2.24473217791e-15+1.85337856173e-14j),(-2.24473217791e-15-1.85337856173e-14j),(-1.68476343987e-14-6.27622953608e-15j),(-1.68476343987e-14+6.27622953608e-15j),(-1.71390679427e-15-3.98639454779e-15j)
(-4.21915883305+0j),(-26.3673816845+0j),(-15.1136972369+0j),(8.19124728356+0j),(-13.6246835456+0j),(-0.822165255974+0j),(3.29445813304+0j),(4.54660540191+0j),(-0.849705173442+0j),(-2.63298417535+0j),(1.12765614004+0j),(-1.55447542783+0j),(-3.98742696729+0j),(-0.498568428735+0j),(5.00025910645+0j),(1.34558743489+0j),(-0.388390579693+0j),(0.838896929868+0j),(-1.16162368505+0j),(0.348999770348+0j),(-3.25449387323+0j),(-0.250126119037+0j),(-0.956275682516+0j),(-3.39478777941+0j),(-0.451845383538+0j),(-2.49273898622+0j),(1.51549039534+0j),(-0.0567497668006+0j),(-1.24263447529+0j),(-0.252769541873+0j),(0.534558118191+0j),(1.19144630855+0j),(0.800723269183+0j),(-1.00552320054+0j),(-0.354615287839+0j),(0.468834865441+0j),(-2.10320680836+0j),(-1.85349030928+0j),(1.95963641032+0j),(0.205613024204+0j),(0.403239037033+0j),(-0.736280719402+0j),(0.393451499277+0j),(0.498701460443+0j),(-0.942870507622+0j),(0.484370012955+0j),(0.252814851716+0j),(-5.88331466878e-14+0j),(1.12930498286e-14+0j),(-1.03736463863e-15+0j),(1.26731958261e-13+0j),(-5.5094817597e-14+0j),(-8.11573031001e-14+0j),(4.31000721224e-14+0j),(2.37726505148e-14+0j),(9.06635877485e-14+0j),(-8.76798633698e-14+0j),(-1.05471187339e-14+0j),(4.64350780049e-14+0j),(-5.55389068069e-14+0j),(5.37903055431e-14+0j),(3.68455266297e-14+2.52575738102e-15j),(3.68455266297e-14-2.52575738102e-15j),(1.29202204491e-14-1.82319437325e-15j),(1.29202204491e-14+1.82319437325e-15j),(1.5744350268e-14-5.33947885906e-15j),(1.5744350268e-14+5.33947885906e-15j),(2.95735658185e-14-1.11993747609e-14j),(2.95735658185e-14+1.11993747609e-14j),(2.51708376364e-14+0j),(7.70564168029e-15-1.39471767469e-15j),(7.70564168029e-15+1.39471767469e-15j),(-1.19348975147e-15+7.74033614981e-15j),(-1.19348975147e-15-7.74033614981e-15j),(-9.51322354226e-15+6.15826833972e-15j)
(46.9291515448+0j),(-6.39101822739+0j),(11.6740917117+0j),(-16.4072365363+0j),(-10.9691079161+0j),(-2.51596334374+0j),(9.71073691125+0j),(-4.22229993133+0j),(-8.7357970887+0j),(1.93266175986+0j),(2.81625910252+0j),(0.999214658246+0j),(-1.21231979842+0j),(1.07039862632+0j),(2.00527993864+0j),(-1.47989894048+0j),(-3.23303601013+0j),(1.04440440183+0j),(0.830660948877+0j),(-4.0727293107+0j),(-1.04362133442+0j),(-2.32142077171+0j),(2.86943003593+0j),(1.45753929123+0j),(0.699096189562+0j),(2.03964834655+0j),(-0.35398332772+0j),(-1.54819402516+0j),(-1.39249619823+0j),(-1.17895153347+0j),(-1.35422710777+0j),(-1.06650467964+0j),(0.455844718987+0j),(0.435832242655+0j),(-0.295309894724+0j),(-1.35765810383+0j),(0.452811539728+0j),(-2.09740256283+0j),(-2.35281352205+0j),(-0.580863311076+0j),(0.963754397135+0j),(-0.363368702351+0j),(-0.0702027563965+0j),(0.159770977393+0j),(-0.353090039896+0j),(0.0349317524936+0j),(-0.00560148054755+0j),(1.29011384908e-14+0j),(-2.1229545899e-14+0j),(4.18449996875e-14+0j),(-4.02455846427e-15+0j),(-3.49720252757e-14+0j),(-2.88935542159e-14+0j),(-1.55197035778e-14+0j),(-1.70627401097e-14+0j),(2.85743650963e-14+0j),(-2.975397706e-14+0j),(-4.21884749358e-15+0j),(-6.49480469406e-15+0j),(-2.60069743518e-14+0j),(3.09197112358e-14+0j),(1.77496906062e-14+1.71251901548e-14j),(1.77496906062e-14-1.71251901548e-14j),(-1.22818422099e-14-1.5456386171e-15j),(-1.22818422099e-14+1.5456386171e-15j),(1.16920362281e-14-1.03632380455e-14j),(1.16920362281e-14+1.03632380455e-14j),(7.2858385991e-15+8.60422844084e-15j),(7.2858385991e-15-8.60422844084e-15j),(1.96197225133e-14+0j),(7.87217513398e-15+1.06512021425e-14j),(7.87217513398e-15-1.06512021425e-14j),(-5.96744875736e-15+5.13131204194e-15j),(-5.96744875736e-15-5.13131204194e-15j),(-4.46170878021e-15+5.9570404165e-15j)
(45.8972561182+0j),(-8.793833665+0j),(11.3263824155+0j),(-15.8645226017+0j),(-14.2996939184+0j),(0.715927219793+0j),(7.98489699437+0j),(-2.02497873034+0j),(-7.52673982254+0j),(-1.89723914603+0j),(-0.364337391162+0j),(1.74819930757+0j),(-1.15972506802+0j),(0.336508588657+0j),(0.77587569457+0j),(0.14054238354+0j),(-0.569748273319+0j),(0.390426749302+0j),(0.314926611818+0j),(-1.33139810141+0j),(-0.441418843812+0j),(-1.50101679797+0j),(1.60333731196+0j),(1.7928884494+0j),(0.256473306646+0j),(0.291089141899+0j),(1.34051160335+0j),(-1.04195945671+0j),(-1.78228332227+0j),(-1.62209121598+0j),(0.140155405847+0j),(-0.776855121584+0j),(1.03285433632+0j),(-0.725796846021+0j),(0.682334413554+0j),(0.544940037257+0j),(0.623028609626+0j),(2.8126666389+0j),(2.8005234092+0j),(0.936902256909+0j),(-1.21714021299+0j),(0.31557600066+0j),(-0.0768037429633+0j),(-0.260379709044+0j),(0.468539357533+0j),(-0.0539660393566+0j),(-0.0168954588348+0j),(-6.03597033466e-14+0j),(3.98361899023e-14+0j),(-1.15876058748e-13+0j),(2.22322160681e-14+0j),(-8.93729534823e-15+0j),(8.46545056277e-14+0j),(-7.95240609475e-14+0j),(-1.20320420294e-14+0j),(1.17544862732e-14+0j),(-2.18713935851e-14+0j),(-4.77395900589e-15+0j),(1.94844140822e-14+0j),(3.63875596321e-14+0j),(-2.85882428841e-14+0j),(-1.51267887105e-15-1.3072876115e-14j),(-1.51267887105e-15+1.3072876115e-14j),(-6.17561557448e-15+1.14578485588e-14j),(-6.17561557448e-15-1.14578485588e-14j),(-2.82482370828e-14+1.76594849854e-15j),(-2.82482370828e-14-1.76594849854e-15j),(8.22952817003e-15+1.38777878078e-17j),(8.22952817003e-15-1.38777878078e-17j),(-1.72674374799e-14+0j),(7.65013052906e-15-5.78009862195e-15j),(7.65013052906e-15+5.78009862195e-15j),(6.24500451352e-15+8.90607032566e-15j),(6.24500451352e-15-8.90607032566e-15j),(-1.15116249866e-14-1.53696499972e-15j)
(40.5633519256+0j),(-13.3750920115+0j),(11.8678431151+0j),(-11.877559896+0j),(-9.67213437147+0j),(6.54388597897+0j),(5.43841157895+0j),(0.208321577175+0j),(-4.40920539781+0j),(-1.76371935144+0j),(-0.206551635459+0j),(-3.79217218023+0j),(-1.18932954568+0j),(-1.7285836121+0j),(-1.24711168412+0j),(1.84987220191+0j),(2.65688286578+0j),(7.2250905918+0j),(-0.723409790542+0j),(2.61646062369+0j),(2.12305191389+0j),(1.85580780565+0j),(-1.92235575995+0j),(-3.26616236494+0j),(2.053543128+0j),(-2.07188666844+0j),(1.27890651916+0j),(3.6191520164+0j),(2.84174054086+0j),(1.92456349041+0j),(0.129795000996+0j),(-1.19796930007+0j),(-1.97451205959+0j),(1.5829030937+0j),(1.16478529095+0j),(-0.654477509514+0j),(1.93028645654+0j),(-0.404435193955+0j),(-0.316452812013+0j),(-0.0184624584781+0j),(-0.250798321096+0j),(-0.0673777269603+0j),(-0.000889908956433+0j),(0.135545142373+0j),(0.0245717235267+0j),(-0.0328041752892+0j),(-0.0628627379818+0j),(2.07698441779e-14+0j),(-7.61543605954e-15+0j),(2.18887408199e-14+0j),(-8.56814619254e-14+0j),(4.61297666732e-14+0j),(7.3441253079e-14+0j),(6.07526182139e-14+0j),(2.39391839685e-14+0j),(-1.02820529868e-13+0j),(9.85322934355e-14+0j),(-2.91433543964e-14+0j),(-2.27595720048e-14+0j),(7.91033905045e-15+0j),(-4.89053242347e-14+0j),(-4.83224571468e-14-3.85802501057e-15j),(-4.83224571468e-14+3.85802501057e-15j),(-3.7331249203e-15-2.57259491487e-15j),(-3.7331249203e-15+2.57259491487e-15j),(-2.68535194081e-15+2.30718222305e-15j),(-2.68535194081e-15-2.30718222305e-15j),(-3.08503222968e-14-5.88418203051e-15j),(-3.08503222968e-14+5.88418203051e-15j),(-1.11889664201e-14+0j),(2.90392709879e-15+1.054017984e-14j),(2.90392709879e-15-1.054017984e-14j),(-4.85722573274e-15+4.13211131978e-15j),(-4.85722573274e-15-4.13211131978e-15j),(-8.06993361024e-15-1.1483869411e-15j)
(-28.4654611248+0j),(-5.30654585664+0j),(-11.9398506932+0j),(-7.34465014976+0j),(4.05704418307+0j),(0.102230860187+0j),(-5.69230439555+0j),(-3.29412896099+0j),(-3.23245258053+0j),(-3.00147214918+0j),(1.57193659908+0j),(-2.63831092484+0j),(4.59740387391+0j),(1.64327171436+0j),(2.49276025799+0j),(-9.78547150759+0j),(3.71880033693+0j),(1.16576101443+0j),(5.46530136478+0j),(4.46489116164+0j),(-5.27985025069+0j),(0.250876195361+0j),(0.733637454259+0j),(0.377528301347+0j),(3.26897720089+0j),(-0.48065016846+0j),(1.81580063216+0j),(0.300308854247+0j),(0.124052073052+0j),(-1.88960481535+0j),(0.182030563745+0j),(0.472776932106+0j),(-0.0953381550863+0j),(0.540355426615+0j),(1.91898663737+0j),(0.405442282063+0j),(-1.59557464376+0j),(0.504900731041+0j),(-0.955362568933+0j),(0.277386381573+0j),(-0.149049763846+0j),(0.0389033965608+0j),(-0.109043026631+0j),(-0.252572939222+0j),(-0.0811115615941+0j),(-0.204002358787+0j),(0.020199223809+0j),(1.97290100923e-14+0j),(-2.81025203108e-14+0j),(-1.84956217009e-14+0j),(-8.96505092385e-15+0j),(1.82631687551e-14+0j),(4.84889906005e-14+0j),(-1.49645920655e-14+0j),(4.22578638748e-14+0j),(-4.48113768314e-14+0j),(3.68594044176e-14+0j),(7.54951656745e-15+0j),(-2.28705943073e-14+0j),(3.86635168326e-14+0j),(-3.57491813929e-14+0j),(-2.15105711021e-14+3.13638004457e-15j),(-2.15105711021e-14-3.13638004457e-15j),(-4.00374178255e-14+5.25447740873e-15j),(-4.00374178255e-14-5.25447740873e-15j),(-6.12704331715e-15-8.78117023539e-15j),(-6.12704331715e-15+8.78117023539e-15j),(2.35922392733e-16-1.93317584163e-14j),(2.35922392733e-16+1.93317584163e-14j),(-9.69016533681e-15+0j),(-1.05575270748e-14+9.2356677861e-15j),(-1.05575270748e-14-9.2356677861e-15j),(-1.45716771982e-14-9.96772109296e-15j),(-1.45716771982e-14+9.96772109296e-15j),(-2.15452655716e-15-8.2104462118e-15j)
(-40.6716828116+0j),(7.71219605352+0j),(-4.04710162003+0j),(-10.008804409+0j),(11.123365796+0j),(-2.55518416479+0j),(3.01587094652+0j),(4.21870073392+0j),(-2.58158782123+0j),(-2.64231247918+0j),(-2.1268530861+0j),(-0.702780610641+0j),(-4.16450761242+0j),(-1.75725226301+0j),(0.444545126293+0j),(0.428495566398+0j),(-4.82460354908+0j),(0.806504465022+0j),(0.237388946142+0j),(4.50147462347+0j),(1.03092174358+0j),(1.07571440698+0j),(0.483425323064+0j),(1.74369236083+0j),(-2.21365191202+0j),(1.13415714185+0j),(1.32632352306+0j),(0.51131344099+0j),(2.51317464045+0j),(-2.07053978503+0j),(-0.337638166685+0j),(0.779100157755+0j),(1.10565201749+0j),(0.426270737919+0j),(-0.768464283606+0j),(-0.433971070842+0j),(1.26536258792+0j),(0.188270680489+0j),(0.367747629355+0j),(0.433637994179+0j),(1.0768341628+0j),(0.813295310207+0j),(-1.17151011889+0j),(-0.626832371571+0j),(-0.535876355546+0j),(0.958464722389+0j),(0.238697471665+0j),(-4.17912232598e-14+0j),(5.65589242107e-14+0j),(-1.71355984957e-14+0j),(4.49362769217e-14+0j),(-1.07941433569e-13+0j),(-1.31533672842e-13+0j),(2.69324493263e-14+0j),(-1.40859546249e-14+0j),(9.96286386723e-14+0j),(-9.72000258059e-14+0j),(-1.05471187339e-15+0j),(3.53050921831e-14+0j),(-3.24740234703e-15+0j),(2.77000644644e-14+0j),(3.13499226579e-14+3.05311331772e-16j),(3.13499226579e-14-3.05311331772e-16j),(2.15244488899e-14-7.4593109467e-17j),(2.15244488899e-14+7.4593109467e-17j),(3.69843045078e-15+8.39953107068e-15j),(3.69843045078e-15-8.39953107068e-15j),(2.4549806632e-14-7.43849426499e-15j),(2.4549806632e-14+7.43849426499e-15j),(7.68482499858e-15+0j),(-1.52759749295e-14-7.22338855397e-15j),(-1.52759749295e-14+7.22338855397e-15j),(-7.04991620637e-15-1.80723491727e-14j),(-7.04991620637e-15+1.80723491727e-14j),(1.40859546249e-14-8.35789770726e-15j)
(-56.7247896928+0j),(34.3159389363+0j),(21.972202574+0j),(12.8803008838+0j),(-9.48315705315+0j),(1.031389019+0j),(-9.13207492962+0j),(-6.17335408716+0j),(-8.80444078814+0j),(-6.77615343623+0j),(6.41560980862+0j),(-1.54220446769+0j),(-8.08883445931+0j),(-1.65786882779+0j),(-2.91608309252+0j),(1.89304178909+0j),(3.00070155207+0j),(-2.52468488222+0j),(0.790431806233+0j),(2.18471853889+0j),(-0.0158571043101+0j),(-1.56183196476+0j),(3.5636246347+0j),(-1.74307641543+0j),(-1.71976842683+0j),(1.43056962251+0j),(-3.60714651207+0j),(1.06427732134+0j),(-0.304566196311+0j),(-1.05843831086+0j),(0.569597182827+0j),(0.149492285152+0j),(-1.15735336172+0j),(0.963463769288+0j),(1.27791176639+0j),(-0.202277800885+0j),(-0.0271642577352+0j),(-0.385183546617+0j),(0.594872156793+0j),(-0.680264624554+0j),(0.057516115037+0j),(0.0225007343414+0j),(0.161299197032+0j),(-0.0941865316898+0j),(0.0655744331329+0j),(0.0174528480364+0j),(0.0272104553368+0j),(-1.41952422039e-14+0j),(-1.11542719505e-14+0j),(-1.45820855391e-14+0j),(-2.01227923213e-15+0j),(5.71764857682e-15+0j),(-3.41393580072e-15+0j),(-1.43114686768e-16+0j),(-1.44190215323e-14+0j),(8.7013729555e-15+0j),(-9.0483176507e-15+0j),(-5.16253706451e-15+0j),(-5.60662627436e-15+0j),(-1.15740750317e-14+0j),(1.53210777398e-14+0j),(5.84254866709e-15+6.5780714209e-15j),(5.84254866709e-15-6.5780714209e-15j),(1.64174229766e-14-5.47305256671e-15j),(1.64174229766e-14+5.47305256671e-15j),(8.74994521283e-15+1.18273446592e-14j),(8.74994521283e-15-1.18273446592e-14j),(3.16413562018e-15-2.55351295664e-15j),(3.16413562018e-15+2.55351295664e-15j),(-1.11369247158e-15+0j),(-7.58768048392e-15-3.10168557505e-15j),(-7.58768048392e-15+3.10168557505e-15j),(-8.50708392619e-15-1.18065279775e-14j),(-8.50708392619e-15+1.18065279775e-14j),(5.01682029252e-15-6.51909082272e-15j)
(-55.5611307679+0j),(31.9394059894+0j),(20.2932949291+0j),(10.80389234+0j),(-7.33372780428+0j),(-0.727916726349+0j),(-6.01981401561+0j),(-4.60826395435+0j),(-5.13362502663+0j),(-3.69235750273+0j),(0.544561999676+0j),(-3.19545956456+0j),(-3.65596006571+0j),(0.92967186223+0j),(-1.05848146494+0j),(-2.04363785066+0j),(0.0493331636441+0j),(0.434897411397+0j),(1.73581527631+0j),(-4.17454393548+0j),(1.54436490548+0j),(3.94516450106+0j),(-1.80467374023+0j),(2.25593368256+0j),(0.202283457526+0j),(-2.13638923276+0j),(5.5218897657+0j),(-2.80970118826+0j),(0.818175526568+0j),(2.8164371122+0j),(-0.115055811735+0j),(-0.614648099933+0j),(1.23904931661+0j),(-0.414936605774+0j),(-1.89773638941+0j),(0.025625232003+0j),(-0.349720267139+0j),(0.098634985893+0j),(-0.376969657768+0j),(-0.117168513035+0j),(0.0229297539304+0j),(0.107859467652+0j),(0.0249539076786+0j),(0.0223460435689+0j),(0.0708629654404+0j),(0.00938602064177+0j),(-0.0236618656293+0j),(-2.14932238674e-15+0j),(7.30665528081e-15+0j),(8.73259797807e-15+0j),(3.41393580072e-15+0j),(-1.76247905159e-14+0j),(-2.15383266777e-14+0j),(4.82513334843e-15+0j),(-1.54043444667e-15+0j),(-2.01227923213e-15+0j),(1.94289029309e-15+0j),(3.60822483003e-16+0j),(-2.22044604925e-15+0j),(-4.88498130835e-15+0j),(8.79157857625e-15+0j),(1.62370117351e-15+6.43929354283e-15j),(1.62370117351e-15-6.43929354283e-15j),(1.03667074924e-14-4.80691875193e-15j),(1.03667074924e-14+4.80691875193e-15j),(8.29197821517e-15+6.85909662401e-15j),(8.29197821517e-15-6.85909662401e-15j),(-2.91433543964e-16-6.17561557448e-15j),(-2.91433543964e-16+6.17561557448e-15j),(5.10008701937e-16+0j),(-8.23299761699e-15-1.14491749414e-15j),(-8.23299761699e-15+1.14491749414e-15j),(-1.02695629778e-14-1.09669218151e-14j),(-1.02695629778e-14+1.09669218151e-14j),(7.02909952466e-15-8.10115863281e-15j)
(16.6159826491+0j),(-9.74236279127+0j),(15.8196323855+0j),(7.67886800699+0j),(10.7248014279+0j),(4.96002490033+0j),(-2.6140541137+0j),(-5.90721430823+0j),(5.08211675523+0j),(0.483323815252+0j),(-2.95351915166+0j),(6.54470236559+0j),(-4.48372293727+0j),(0.87384913096+0j),(3.63651045096+0j),(-0.466585616628+0j),(2.31137231976+0j),(-0.856552233954+0j),(-0.280858498202+0j),(-1.29734603288+0j),(-0.397414013155+0j),(-0.331640187465+0j),(0.0156899244521+0j),(-0.96311748955+0j),(-0.376925862028+0j),(2.32492223153+0j),(1.64067929073+0j),(3.60365508265+0j),(0.737406773245+0j),(-0.0920716805303+0j),(0.44700837773+0j),(-2.08627367296+0j),(2.24249885919+0j),(-1.19316529203+0j),(0.426710763834+0j),(-3.48946141972+0j),(-0.420924794191+0j),(0.488619919746+0j),(0.0523456306119+0j),(0.82795935933+0j),(0.526753405574+0j),(0.655963172889+0j),(0.755652736616+0j),(0.0376368607397+0j),(-0.345991711713+0j),(-0.480957324854+0j),(0.530776561874+0j),(4.17946927067e-14+0j),(2.29954943975e-14+0j),(-1.02733793694e-13+0j),(-1.23373533611e-14+0j),(-8.54594173205e-14+0j),(-5.01265695618e-14+0j),(4.45043307762e-15+0j),(-5.75928194024e-15+0j),(-7.11930514541e-15+0j),(1.18238752123e-14+0j),(2.76445533132e-14+0j),(-2.23432383706e-14+0j),(-1.02973185534e-14+0j),(2.25860996572e-14+0j),(2.59098298372e-14+7.77156117238e-16j),(2.59098298372e-14-7.77156117238e-16j),(2.19685380998e-14+3.72792074987e-15j),(2.19685380998e-14-3.72792074987e-15j),(1.45022882592e-15+1.48839274239e-15j),(1.45022882592e-15-1.48839274239e-15j),(5.34294830601e-15-1.22818422099e-14j),(5.34294830601e-15+1.22818422099e-14j),(1.84748050192e-14+0j),(-6.17214612753e-15+7.51482209793e-15j),(-6.17214612753e-15-7.51482209793e-15j),(-1.75554015769e-14-1.08558995127e-14j),(-1.75554015769e-14+1.08558995127e-14j),(-1.17961196366e-16-5.15906761756e-15j)
(36.3161379128+0j),(6.4165130012+0j),(15.0638250552+0j),(-9.39382282936+0j),(-3.65440526256+0j),(-8.876278174+0j),(-2.97220364141+0j),(-1.61586090485+0j),(-7.43039611529+0j),(9.05531545589+0j),(-0.134281443793+0j),(7.66174518978+0j),(3.5723639258+0j),(1.79301391405+0j),(-0.14857110318+0j),(-0.496668348351+0j),(-1.13263113236+0j),(-3.08453745632+0j),(0.0201970042362+0j),(0.971603839779+0j),(-0.783851955104+0j),(-2.34039694903+0j),(-0.870446530086+0j),(3.0520905561+0j),(-2.49336559968+0j),(-0.323252532482+0j),(0.524689968975+0j),(2.63778283913+0j),(3.21378415804+0j),(3.13797950643+0j),(2.72097033477+0j),(2.20323704782+0j),(-1.09271685678+0j),(-0.340547334153+0j),(0.514304070169+0j),(1.70445203574+0j),(-1.62617098739+0j),(-0.469305478384+0j),(0.193136340601+0j),(-0.156627336785+0j),(0.0867416005303+0j),(0.0923801375938+0j),(0.122519290812+0j),(0.10842939318+0j),(-0.0993321131349+0j),(0.0552364021768+0j),(0.0243749845281+0j),(-1.95510274636e-13+0j),(2.70478084374e-14+0j),(-3.5166314305e-14+0j),(2.44249065418e-15+0j),(-1.43218770177e-14+0j),(1.1990408666e-14+0j),(-3.73867603543e-14+0j),(6.3615779311e-14+0j),(-1.18065279775e-14+0j),(1.51822998617e-14+0j),(-1.11022302463e-14+0j),(1.46549439251e-14+0j),(-3.2640556924e-14+0j),(-1.7763568394e-15+0j),(-1.08801856413e-14-5.48866507799e-15j),(-1.08801856413e-14+5.48866507799e-15j),(9.38138455808e-15-5.05151476204e-15j),(9.38138455808e-15+5.05151476204e-15j),(8.54871728961e-15-2.32973362824e-15j),(8.54871728961e-15+2.32973362824e-15j),(6.43929354283e-15-7.74380559676e-15j),(6.43929354283e-15+7.74380559676e-15j),(1.57651669497e-14+0j),(3.0253577421e-15-2.10942374679e-15j),(3.0253577421e-15+2.10942374679e-15j),(-9.43689570931e-16+2.16493489802e-15j),(-9.43689570931e-16-2.16493489802e-15j),(-4.85028683883e-15+1.47104550763e-15j)
(14.2282057084+0j),(-11.0298345225+0j),(14.017010831+0j),(10.3404739142+0j),(10.9273703355+0j),(3.19010005015+0j),(-1.12333669261+0j),(-7.84035338718+0j),(4.64761509857+0j),(-0.97074382713+0j),(-2.35653020545+0j),(9.0747269429+0j),(-3.46199932522+0j),(1.3918503048+0j),(2.70517080013+0j),(0.780714609433+0j),(1.6017283237+0j),(1.46011583458+0j),(-0.434320390195+0j),(2.48743237498+0j),(1.1385000079+0j),(-1.51600252239+0j),(-1.426520259+0j),(2.58159113484+0j),(0.11558239613+0j),(-2.63609016092+0j),(0.358028708642+0j),(-2.44116307757+0j),(-0.448777522665+0j),(-1.32264777952+0j),(0.703414777636+0j),(-2.24732184983+0j),(-2.06590503202+0j),(-0.729756880144+0j),(1.40338646371+0j),(0.115610872349+0j),(0.227302898358+0j),(-0.41880947826+0j),(0.0181771496176+0j),(0.0740020952936+0j),(0.455201873063+0j),(-1.57482714403+0j),(-0.189453736875+0j),(-0.351843677836+0j),(0.424468125302+0j),(0.667984990084+0j),(-0.444935316877+0j),(-3.57335688816e-14+0j),(-1.34892097492e-14+0j),(3.89306642479e-14+0j),(6.33382235549e-14+0j),(9.86016823745e-14+0j),(1.03084207836e-13+0j),(-3.37663924599e-15+0j),(9.71445146547e-16+0j),(9.53404022397e-15+0j),(-1.18238752123e-14+0j),(-5.99520433298e-14+0j),(3.90243393156e-14+0j),(-7.52176099184e-15+0j),(-1.75900960464e-14+0j),(-2.10803596801e-14+1.58206781009e-15j),(-2.10803596801e-14-1.58206781009e-15j),(-4.04259958842e-14+3.31158711564e-15j),(-4.04259958842e-14-3.31158711564e-15j),(-1.14283582597e-14-7.22685800092e-15j),(-1.14283582597e-14+7.22685800092e-15j),(1.19487753025e-14+4.27435864481e-15j),(1.19487753025e-14-4.27435864481e-15j),(-2.32244778964e-14+0j),(1.37563571645e-14-5.82173198538e-15j),(1.37563571645e-14+5.82173198538e-15j),(1.82354131795e-14+1.57894530783e-14j),(1.82354131795e-14-1.57894530783e-14j),(-3.67761376907e-16+3.36189409644e-15j)
